overall,reviewText,summary
1,Way too small this is not an XL,One Star
1,"This fits a 30"" waist unstretched.  Stretched to the limit it will fit a 46"" waist with much discomfort.  I measured it with a tape measure.

Not the ""fits waist sizes from 30"" (76cm) to 54"" (137cm)"" claimed in the item description.","Waist size 30"" to 46"""
1,"Wow. This dress either runs very small or the size marked was incorrect. It was like a sausage casing and it should have been loose. Because of the other reviews, I ordered two sizes up, a 3X (!) even though I normally wear a 1X. Pretty dress but no way is it sized correctly.",It was like a sausage casing and it should have been loose
1,I cannot believe I paid $22 for this. Very disappointed. Too small for a boys 10 and way too thin. Rid appeared much fuller in picture on Amazon.,Very disappointed. Too small for a boys 10 and way ...
1,"Yuck - once again a misleading image from this vendor - this sweater is pretty see through, has gold, metallic specks that you cannot see in the picture and is itchy as anything!  and this seller makes you pay for 100% return shipping.  Fail.  You get what you pay for.","See through, itchy and not ugly..."
1,Super small.  The picture is super deceiving and I had to return.  These are more for a child than an adult.,Super small
1,Not worth the price. Arrived broken.,One Star
1,DO NOT BUY. Bad quality. Cork between the sole and leather housing falling out. I have had this shoe only for 3 months and wear it just once a week. the cork filling between the sole and the foot housing is coming loose and falling just like cork would. the sole that is glued to the cork is obviously gotten loose because the cork is falling out creating a gap between the sole and the leather.,Bad quality. Cork between the sole and leather housing ...
1,I am normally a size 3 and the small was not even with me struggling to wear.  The fabric is not breathable and I would not recommended to anyone even for the price.,The fabric is not breathable and I would not recommended to anyone even for the price
1,Product was not as advertised .  These were not a good fit in the lenses are constantly popping out of the frames  these are definitely not a lens that was equivalent to the factory lenses in size and shape,Would not recommend this product
1,"Damn things barely lasted the first camp trip, soles started separating about  day three of wear.  Don't waste your $ on this garbage .....",Must have been glued together with Elmers glue for sure!!
1,Product smells musty. I returned it,One Star
1,grandson loved it.... until link in chain came loose and necklace fell off his neck while walking the beach...so now hes unhappy with no necklace....,cheap chain
1,"slippery when on, and to big for me",One Star
1,worst shoes I have bought,One Star
1,"All of Life is Good tees are flawed.  The seam at the shoulder is off track, creating a point at the top.  I bought four of these and missed the Amazon return deadline of 30 days.  I'm now stuck with four shirts that I will probably donate to Good will.",All of Life is Good tees are flawed
1,The title says microfleece. This is NOT microfleece. Microfleece is thicker fabric and warm for cooler months. This is thin.,Not Microfleece
1,Way to tight definitely not a double xl .,Thought it would be great but nope.
1,"Looks much better online and what arrives looks like a knock off.
Its not well made at all.
The shape is a bit deformed for a normal hat.
The color for the graphics are dull/",Does Not Look As  Good In Real Life
1,Its a cool peace but faded on me the next day i wore it not happy,Not happy
1,Earring looked cute but it broke right away when I tried to wear it. Very disappointed.,Very disappointed.
1,"I ordered a size up since everyone said to. Size was fine but I cant use this product because of the huge booty outline it leaves. I got it to wear with dresses. The seller emailed me to say if Im not happy contact them before writing a review... so I did, no response. Dont waste your money unless you plan on wearing with jeans.",Booty lines dead giveaway
1,"We ordered these socks and they were not as described, at all. I had to trim around the decorative lace area because there was frayed loose material. Also, the description claims that they are small and should fit infants from 3lbs to 10lbs. These socks are huge and look like they would fit a 6 month old just fine, and I don't know any 6 month old infants who weigh 3lbs.","Too big, and crappy construction."
1,it is too large!,One Star
1,Fake,One Star
1,These shoes broke on the first wearing. Not happy at all and am passed the 30 day return policy. Even less happy,Shoe broke on first wearing
1,The earrings are missing the stones right out of the package,The earrings are missing the stones right out of the package
1,They are butiful from the front but the back screws are terrible. They will not screw on to hold the earing in place. What a shame.,... butiful from the front but the back screws are terrible. They will not screw on to hold the ...
1,"It was not watertight ,first time in the water it was filled with seawater so i trow it away a complete loss","It was not watertight,"
1,"It broke the son fall, off very disappointing .",One Star
1,I ordered the Green sweater and it fit like a glove. I ordered the blue one because I loved it so much and was wildly disappointed.  The top seemed as though it was stretched out  around the neck. I had to tuck the sweater into my bra straps so it didn't fall off of my shoulders.,I ordered the Green sweater and it fit like a glove
1,"I've only had the watch for about ten days, so I can make no claims about its long-term reliability, but it's an attractive, interesting watch at a low price.  Like most manual-wind watches, you need to wind it off and on during the day, kind of like feeding a pet, while avoiding over-winding and breaking the mechanism;  just stop winding as soon as you feel any resistance.

If you wind it in the evening, I've found it keeps accurate time overnight - I haven't had to reset it for about a week now.  Like most watches with exposed innards, it can be a bit difficult to read at times, but ease-of-use probably isn't why you bought this item in the first place.

Update:  After six-eight weeks, the watch just stopped working one day, so I downgraded my review accordingly.  Even a cheap watch should last more than a few weeks.  Too bad, because it's very attractive.","An attractive conversation piece, but died a premature death. RIP"
1,"Bad fit, very very baggy and strange collar, cheap fabric.",Meh
1,they are terrible shippers. they send me the dress 2 weeks late. and the quality is not good.. very cheap material.,i dislike it alot
1,"Really weird shoe. I understand that it is good with extra room in the toes, but not that much. Look like clown shoes!! Really stiff and uncomfortable, and I could barely walk in them",Uncomfortable
1,The clasp did not work,One Star
1,"Looks like fake sunglasses, questionable bag with very cheap zip quality...I doubt it is a ""high copy"" of the authentic.",Looks fake to me
1,Way to small and not long at all,One Star
1,Fake!!!,One Star
1,"It's really SUPER cute - but also sheer. I had to wear my jean skirt over it because otherwise my nude underwear still showed, clear as day. Cute design, poorly manufactured. Also somewhat faded.",It's really SUPER cute - but also sheer
1,does not look like photo at all. cheap material. Very disappointed.,One Star
1,Didn't like it at all,Bad fit
1,Bad!,Bad!
1,Material is not good its ripping very fast.,One Star
1,"Color of the backpack is different than the picture online. It's a bright sky blue and the straps look more orange than brown. The straps were ripped within a week with very little weight, so the backpack is unusable.",Color of the backpack is different than the picture online ...
1,cute but small,One Star
1,Broke within weeks of wearing it.,One Star
1,for Juniors,One Star
1,The size was off by more the 4 sizes. It runs extremely small and was poorly made. The zipper was broken when I pulled it out of the shipping bag.,The size was off by more the 4 sizes. ...
1,"I loved these at first. But then, two weeks after I started wearing them, the boots cracked, and the inner sole in the left boot came undone. Super disappointed.",I loved these at first
1,"Bought this for my son two months ago for school and it is falling apart. Within
the first week, the plastic hulk head on the outside of the pack ripped and I have glued it back on twice now.  Then the bottom seams on each side where the zipper/mesh pockets are located ripped to the point where stuff falls out of the backpack. Don't waste your money no matter how much your kid likes it...",Don't waste your money
1,"Shoes bought in June, sides ripped out by October. Not worth the price if you have an active boy.","Shoes bought in June, sides ripped out by October ..."
1,Wasn't to happy that it was kids sized instead of adult. Very misleading.,One Star
1,"This dress fit more like a shirt, runs extremely small.",One Star
1,Too small in person .,One Star
1,Not sure if Item is real gold my neck broke out,One Star
1,"However, the seams around the top of the foot began to come apart after about 5 wearings.  Not good.",Seam began Unravel after 5 wearings.
1,Nothing like what was pictured. The graphic is small and low res. It was cut unevenly and looks awful. Save yourself the money and get a better shirt. Very disappointed.,Nothing like what was pictured
1,Watch broke in less than a week and had tons of problems.,Don't Buy!
1,The color in the picture did not match the color of the headband.,One Star
1,One shoe is missing a stone!!,Bad news
1,Verrrrrrry oversized.... doesn't fit... a 2x looks like a 4x .... seller expects you 2 pay 4 return postage... not worth my time... this is going to Goodwill... #dissatisfied,Doesn't fit... runs very very large!!
1,Ordered an XXL and what arrived looked like it could have been for an infant.,Much smaller than advertised
1,"Straps started ripping away from purse, inside pocket stitching came loose pockets fell off, zipper broke. I only have the purse for two weeks before all of this happened, don't carry a lot in my purse so I know it was not overloaded.","Straps started ripping away from purse, inside pocket stitching ..."
1,so small. not free size.,One Star
1,They are cheap and complete junk. Would not recommend.,Junk
1,"Used this as my husband wedding ring. He is very careful with his ring, removing before every shower and project that may be heavy wear and tear... but it did not last. First a chip came out.. he superglued it. Then 2 weeks later, one whole side of the wooded part broke off. He loves the look of the ring, but now its just looking grungy... and again, hes very careful with it, I was expecting it too last longer (not even a year when the first chip happened) because I thought since hes so careful with his things, it won't have any reason to fall apart... but sadly, wrong :-( He has gotten a lot of compliments on it for sure, but quality is not there.",Used this as my husband wedding ring. He is ...
1,"I give this pair of boots""0"" stars. This will be my first return through Amazon. The boots smelled horrible. Immediately when they came out of the box there was this chemical scent that filled the air. It was like you were in an enclosed room filled with pool inflatables. I still tried them on... You could tell how cheaply made they were. They fit, they just did not fit right. I am not going to kill my feet. I don't care how bad I wanted a pink pair of boots. DO NOT WASTE YOUR TIME!!!",SADLY DISAPPOINTED
1,Way to small!,One Star
1,Terrible fabric. Cheap construction. Do not buy this dress.,One Star
1,"Although I must say, the Sweater is beautiful and soft , unfortunely The sizes do run smaller than it say.",the Sweater is beautiful and soft
1,Ripped and ruined within year. Horrible,One Star
1,Color is faded. Width and size is not accurate,Bad size and faded color
1,"I bought an XL, I normally wear a small or medium and it was way too small!!!  don't buy it unless you are child-sized.","I bought an XL, I normally wear a small ..."
1,"This bag was delivered Saturday, strap broke today. Total 5 days. Bad purchase. Handbag does,however, look nice. No problem returning.",Bad purchase.
1,cheep looking and not a good fit.,One Star
1,did not fit well rubbed my toes,not made well
1,Broke the first time I wore it. Terrible.,Terrible.
1,"Ive been buying ASICS for 20 years and I always wear size 9. This pair was more like a size 10. I had to send them back, so very disappointed.",This pair was more like a size 10
1,Poor material. ...pants is really inferior material and sewing,One Star
1,"We were waiting for our baby to grow into these (the length of her feet), and when she finally did, they were way too tight around the shins and calves when you zip them up. And now it's too late to return them. Anyone have a baby with skinny calves that wants to purchase these from us half price? They are brand new, and it's too late for us to return them. Very frustrating.",We were waiting for our baby to grow into these ...
1,Only used once because it broke.,One Star
1,"Received wrong color. Suppose to be white and black, it's cream and black. Not what I wanted. Will not order again. Zero rating but since I had to rate, 1",Received wrong color. Suppose to be white and black ...
1,I would have given it zero stars if I could the craftsmanship was horrible it was the way to big and very cheap,Don't buy
1,It's not like the picture shows at all!!!!! It is see throu. Who would wear that!??? I do not recommends at all!,It's not like the picture shows at all
1,Dress looks like a night wear its the worst thing ever and not worth the money and after purchasing I saw other merchants with the same dress for 9.99 atleast I wouldn't of thought  it was a waste,Very disappounted and upset
1,"I am very displeased with this dress and I will not be wearing it. The fabric is sheer and cheap the pockets are closer to your boobs than your waist, which is awkward. Not happy at all. I recieved a discounted price for my honest and unbiased review.",Waaaaa
1,It was way to snug and only could be worn as a shirt due to the length.,One Star
1,I was very disappointed.  I own a Mountain Hardwear winter hat that I love and I thought I would enjoy their gloves just as much.  After just a few days of wearing them the material at the tips of the fingers is starting to fray and I've got whisps of glove material hanging off the gloves on all fingers.,Beware
1,Runs very small,One Star
1,Simply put its ugly on!,Ugly!
1,The product I received was either meant for a child or had shrunk. I received a sweater that was about 10 sizes too small.,The product I received was either meant for a child ...
1,"Stiff, uncomfortable, and cheap looking, if they're not knock offs then vans has bad quality these days.",if they're not knock offs then vans has bad quality these days
1,All of the jewelry they sale is garbage!,please don't buy
1,This is the worse product totally disappointed. The waist rolls down the legs roll up not worth the money I would not recommend,Disappointed
1,"Nice coat but WAY too small. Normally take an xlarge or 1x.
Customer service was very workable but I had to pay for the return.
Fur trim on hood could be better",Way too small
1,shirt was short and way too tight. I bought an XL and it fit like a medium.,I bought an XL and it fit like a medium
1,Was not what I had expected; large SB labeled medium,One Star
1,"Cute necklace, exactly as pictured, but the stone fell out first time it was worn. Very disappointed.",Very disappointed.
1,"I would have loved to review this beautiful ring, sadly I only received an empty box in the shipping container.",I would have loved to review this beautiful ring
1,Worst thing ive ever bought broken as soon as i got them and made of plastic,One Star
1,"These were comfy and warm for lounging around the house... for a day. After one wash and one wear the seams began to come undone. Since these fit so baggy and there's virtually no stress on the seams I have to assume this is a workmanship issue. Initially, I loved the fit and comfort of these pants but for around $30 bucks I can't justify the purchase once they began falling apart.",Not worth the $$
1,It didn't fit well.  No support in the chest and baggy at the bottom.,It didn't fit well. No support in the chest ...
1,Received watch. Noting that the watch was not running and read the instructions and nothing that came with the watch did not work. Also noting that the watch is very high polished and looks very cheap.,Very disappointing
1,"This does not fit my wife as a maternity shirt, and she is very small.",One Star
1,"Nice box, but definitely not new. Returning.",One Star
1,"Used One Time on trip from CLE to UVF.  Between Airline and Porters in airports and Porters at hotel resort, bag was almost destroyed.  Do not try to pull upstairs, back will not be protected from pulling up stairs.",Used One Time on trip from CLE to UVF. ...
1,doesn't fit and wouldn't let me return it just give a 20% of price,One Star
1,"Never wore them. As soon as I tied the laces for the first time the eye holes for through as if dry rotted. Poor quality materials and construction.
Sent back for refund.",Poor quality
1,I ordered a size 11 and it fits like a 9,One Star
1,These shoes are cheaply made. The strap on the overalls  tore within a few days. It's been a month and now there's a hole in the back of the slipper.,Cute but not durable
1,Very disappointed. The dress is a very cheap material not as nice as picture.,One Star
1,not as expected. the logo is smaller than my thumb.,One Star
1,Did not fit as expected. It ripped before I even tried it on. Very poor quality don't waste your money buy this.,Four Stars
1,"Much larger and looser fit than I would have expected from a one size fits all. It looks very ""droopy"". I am a 30"" waist and it is way too big.",Sized Very Large
1,Very disappointed leather very thin. Found it from a different seller for 24.95 not affiliated with Amazon.,Fossil men's venicle wallet
1,"I bought these boots based on their advertising.  I also thought eighty five bucks for a pair of boots, well, they should last.  I've had these boots less than 6 months and there's already a huge tear in the side of the foot of the boot that is not repairable.  Ugh.  I expect this from fifteen dollar boots from Academy, but I guess I was just fooled by this one.  Never again. So far, the two pair of boots I've had for YEARS that have lasted, are comfortable, work great for rain, farm, garden, etc., and still look good, are Sloggers or ExtrTuf.  I'll never buy anything else.  And especially NOT M&B.","are comfortable, work great for rain"
1,About 2 sizes too small!,Order larger!
1,Embroidery was not done well.  Definitely not show as the picture online.  Very disappointed.  Avoid.  Product did arrive quickly,Very disappointed. Avoid
1,i bought four different polo tshirts - all the same size (18) and this one is literally two inches smaller all the way around than the other three.,i bought four different polo tshirts - all the same ...
1,Lasted about two months of around the office use before the soles started peeling off. Stitching held together well. A better adhesive on the bottom would go a long way.,Don't last very long.
1,Fit way too small,Too small
1,"I wore these shoes while sitting at my desk and minimally walking around at work for one day.  At the end of the day my arches were bruised.  It's almost like they forgot to include any padding on the bottom of the shoe.  This is my fourth pair of ones shoes, and first time something like that has happened.  I do not recconmend unfortunately due to absolutely no cushioning on the shoe, sorry",Five Stars
1,It's not what I was thinking.  There's no way to stick it on your shoe,Please help or should I just return them
1,"When I opened the box the first thing I seen was the MADE in CHINA tag on it. I tried to give it the benefit of the doubt, since it was pretty, so I tried it on. It looked nice... until I took it off. One of the rows broke and I had beads and pearls everywhere. You can find better quality at Wal-Mart. Do not buy this over priced piece of garbage.",Looks like a Wal-Mart special
1,The straps broke the first time  I try to tie my shoes so returned them,One Star
1,BUYER BEWARE!!! I wish I could give less than one star. Very cheaply made. Came with a hole in the brim that the seller obviously knew about because their solution (instead of giving me an undamaged product) was to sew over it leaving a garble of thread. When I pulled the thread it exposed an obvious hole that I could almost fit my finger through.  Would NOT recommend.,DO NOT BUY!
1,"my son used this while taking a bath, moist seen inside the watch :(",One Star
1,"too small
very bad",One Star
1,Does not look as good as the picture.. the sparkles on the Tinsle are hot glued on and look like crap,Does not look as good as the picture
1,These suckers broke as I was walking down stairs at a comicbook convention. I could have broken my neck. I was so embarrassed and disappointed.,I was so embarrassed and disappointed.
1,I do not consider my head to be larger than normal but no matter how I try to put on this chemo cap it keeps sliding up and off my head.,Useless
1,I was very much looking forward to receiving this ring so I was very disappointed when it came and looked like something one of my kids could have gotten out of a 25 machine. Stones were all set crooked and they looked like plastic :-(,Sent it back
1,The clasps came undone really easily. Not a good purchase for anyone who is the least bit active.,One Star
1,This is definitely plastic. It's like one of those ring you can get out of an arcade machine. Does not look anything like the picture.,It's like one of those ring you can get out of ...
1,Does not fit well with the body. I bought a large and it's super tiny. I can't give it away because it just fits awkwardly.,I bought a large and it's super tiny. I can't give it away because it ...
1,"just got the slippers today and am immediately returning them.  Awful, cheap, uncomfortable material on the inside that makes me cringe when I slide my foot into the slipper. ick",just got the slippers today and am immediately returning them ...
1,"Previous reviews let me down.  These shoes are NOT true to size, at all.  I ordered the same size I've ordered for 30 years, and couldn't get them past the arch of my foot.  They appeared that they might be comfortable to wear.  Unfortunately, I never got the chance to find out.",Not True to Size
1,"The bracelet is already broken,  and I was very delicate when I wore it.",Not satisfied
1,"This shirt was not what was being advertised as a 50/50 polyester and cotton blend. I recieved a shirt that was 100 percent cotton. Not recommend getting for use in the gym. Felt as if I purchased a cheap cotton shirt for $30. Update: description now reflects correct blend; however, I am yet to be refunded my money.",Not recommend getting for use in the gym
1,I expected that it were 5 paris like in the photo and doesn't was Oly wan pa&iacute;s to expensive to 8 dls,I expected that it were 5 paris like in the photo and doesn't was Oly wan pa&iacute;s ...
1,Its size is getting smaller and smaller after washing.  Throw away then.,Kirkland mens slacks
1,"I ordered this coat the 1st time in a size 3x, it was too small! I gave it to a man who wears a size Medium! I re-ordered it n a size 4x, my Mother who is a size 12, is having the sleeve length adjusted and it fits her perfectly!!!!!!!! I will never NEVER order from this company again!!!! I am REALLY DISAPPOINTED WITH THIS COMPANY!!!!",Double CHRISTMAS DISAPPOINTMENT!
1,Completely too small.,One Star
1,Turns green after wearing it awhile.  Not impressed by the quality of the necklace. Love the charm.,Love the charm
1,doesnt look real,One Star
1,This dress does not look in person how it looked on the website.  I need to return it!,One Star
1,These are made for women with flat feet. Having arches mean you cannot slide your toes all the way in. Had to return them. Not as cute on as in the picture.,Not for me
1,"Very Disappointed.

1. I bought this and after only 2 trips, one of the zipper pulls fell off (many people having this issue).  The pull is attached to the zipper through a small metal loop that is only partially closed that further opens over time, allowing the zipper pull to fall off and get lost.  All the zippers will likely have the same fate.  All they had to do was fully close the loop so the zipper pulls don't fall off.  Not rocket science.

2. And while they offer a 'repair shop locator' on their website, there is not a repair shop with 200 miles of Boston!  Not 1.  Are you kidding me?!?

So I have to pay $$$ to ship a practically new suitcase to a repair facility to replace the zipper pull so I can open my suitcase.???

Awful quality control and customer service.",Disappointed...Poor Quality
1,"A good friend purchased this bracelet for me.  I loved the idea of it, but unfortunately the clasp opens and it falls off frequently.  After nearly losing it several times I've stopped wearing it.  Great idea, bad design.","Great idea, bad design."
1,"I had the same experience as Alan described in his recent review. The sole of each shoe began peeling off, heel-to-toe, after few enough wears to count on one hand. Extra disappointing, too, because they are great looking shoes. So five stars if you have one day left to live and want to bite it with fashionable footwear, but only one star if you hope to be around for a while.",From super fresh to spoiled almost overnight
1,Bad quality.,One Star
1,"There were no grommets to attach the handle on the purse, so I retuned it.",One Star
1,"Even though I used the measurements given, it was still too small and the color was not even close to what was shown.","Even though I used the measurements given, it was ..."
1,very small!!!,One Star
1,Not gonna lie it's not what I exspected,One Star
1,"I am really confused by the product I recieved. I was pretty sure this was supposed to be an oversized sweater. What I recieved was a boxy, cheap looking sweatshirt with what appears to be iron on stars. To say I am disappointed is an understatement. Sending this back and getting a refund seems like it would be a huge waste of my time. Looks like it's going to Goodwill.","No....just, no."
1,This shirt gave me head lice.,One Star
1,Material was too itchy.,One Star
1,size runs really small.,One Star
1,The mask is crap ! The hair falls out when you touch it ! It's a cheap piece of garbage. DO NOT BUY IT!!!!!!,The mask is crap! The hair falls out when you touch it
1,I gave it one star. The shoes looks nice but I bought them to wear them not just to look at them. They actually started to come apart on my first day on the job. The glue they used is CHEAAAAAP!!!I felt so embaaaaresssssed! NOT every pretty picture is worth getting. I guess thats why the price was so cheap.,Sorry I didn't take a picture to show you.
1,"i bought this swim suit in a XL and it fits like a medium, when i opened the package the pattern was nothing like the picture. it has 4 big dark splotches on it and no bright star feature like on the chest part of the picture. i am very disapointed",it wasn't the same
1,Was itchy around the shoulders,Not bad
1,"I got the cross and I loved it but after a couple of weeks it started to turn black, I couldn't even clean it because the black did not come off the cross or chain.",Not to happy
1,Product delivered with a broken zipper.,Looks great...but unusable!
1,This is 8 sizes too big! I ordered size 2 and got size 10. This was for my kids 2nd birthday party and I am sooo dissapointed because it looks great! I wish I could just contact the seller and request the right size. This will be the first item I've ever returned.,Wrong size. Waste of time and money.
1,Do not like the shoe,One Star
1,"Measurements for chest size is incorrect.  My son normally wears a medium in mens, ordered the 2x  based on measurements,  jacket didn't fit around and arms of jacket too short.  Jacket is a nice quality jacket too bad ran so small.",Jacket is a nice quality jacket too bad ran so small
1,Terribly made and too big.  Returned it immediately and would not recommend for anyone.,Terrible Quality
1,"Shoes were to big, no exchanges check return policy.",Not a Great experiance
1,Purchased 2 pair and got exactly 1 wear from each of them before they snagged on something,Super thin and susceptible to runs
1,Just opened my box excitedly to find a big ugly grease spot,Grease spot
1,Does not do a sufficient job for me in cold WI winter.  A pair of good choppers worked better and have no upkeep.,Not so much
1,It's too small! Like a t-shirt.,Like a t-shirt
1,"I bought this to wear during a convention in order to not have to repeatedly get up to breast feed in a mother's room.  So i get to the convention and I am ready to nurse my son and as I start, my husband informs me that he can completely see through the material!  I was amazingly disappointed.  I ordered this product just for this occasion and I had no intention of flashing anyone with my see-though nursing cover. I do not think this is worth the price.  And for some odd reason, I was under the impression that there was some material on the back but it is not.",It is SEE-THROUGH
1,Unless you wear size 4 don't waste your money . Way to small. Some one size dresses have a lot of stretch this dress has none at all very stiff. Fit for a very petite woman. Not for any adult woman as shown in the picture.  Very disappointed.,Unless you wear size 4 don't waste your money
1,Ordered this with the belief it was 100% cotton as advertised. Turns out it's actually 95% viscose 5% spandex. Very disappointed with this false labeling.,False labeling - NOT 100% cotton
1,This broke within seconds,One Star
1,"This is not a dress. I'm 5'2"" and it wouldn't even cover my behind. The measurements in the listing are off by 20cm on the length. Seller was very unacomodating and unpleasant when confronted with this. I had to file a claim through Amazon. The "" dress"" also had very poor stitching and seams were inside out with excess material sticking out that was clearly cut off.","poor quality, bad seller"
1,Terrible quality. Don't bother.,One Star
1,Garbage,One Star
1,"quality of the product is really bad, my kid just by touching it rips it apart",One Star
1,My daughter is 6 months old and yet 12M was very tight on her.,Too small
1,I'm a consistent 34 waist but for some reason these pants are very uncomfortable. I should have ordered one size larger. My bad.,Be careful selecting your waist size
1,"RIP OFF!! Cheap product and the item description is really misleading. It should be clearly stated that this purchase includes a quantity of 5 identical frames (which I don't need!). Which leads me to believe that each item should've been $2 each rather than $10. On top of this lie, the frames are cheaply made (very flimsy) and I had to pay $5 for shipping. Even worse, I hate that I had to delay the production of my kid's glasses just to wait for this gimmick. Buyer beware! It is a toy product, not for real prescription glasses. I will file a complaint to Amazon.",Jerks! Gimmick product!
1,"It fits alright through the shoulders and all, but the shirt was way too short. I can barely tuck it in, and then it keeps riding up on me. Waste of my money as I don't wear it.",Waste of my money as I don't wear it
1,real thin look like spandex  will not keep you warm here in the north east,real thin look like spandex
1,"Fake, color faded after one wash",One Star
1,The watch lasted 10 days before it stopped working. Terrible product. A total waste of money,Terrible product. A total waste of
1,"I love these jeans except but they have one big drawback.  First I love that they come long enough that they actually drag a little bit!  That's a huge plus for me with my long legs.  I have a heck of a time finding jeans that are long enough and I refuse to wear short jeans (I don't want to look like a dork with my socks showing!).  The biggest flaw some of these have, which is all but ONE pair that I own, is that the ones that have the light colored, extremely flimsy, front pocket lining material rip out.  The insides of all of the front pockets, that have this crappy material, tear out.  Now, since there isn't any substantial material left in those pockets, the top part of the pocket (that is made out of denim) won't stay tucked down.  It has nothing to hold it down.  Not to mention that the pockets are completely useless for keeping money in.  I seldom carry a purse and rely on having pockets that aren't blown out or full of holes for carrying cash.  I have one pair of Cowgirl Tuff jeans that have a black material that lines the front pockets and haven't had any problems with that material blowing out or getting full of holes AND it keeps the upper part of the pocket tucked in.",The jeans are great but the pocket lining material is awful!  I won't be purchasing more.
1,"The package said Women's Adult Pantyhose up to size 14. I am a size 12 and they barely came up to my thighs so now I have stockings I can't use. Be aware that they fit very, very small.",The package said Women's Adult Pantyhose up to size 14 ...
1,"I bought this for my best friend in August and its already turning, she is disappointed and so am I.",turns color
1,Looks nothing like photo,One Star
1,"Too small, not a deep v neck, not even the right brand... what else?
I fillled a claim, amazon remboursed me.",Do not buy
1,Not true to size,One Star
1,too large,One Star
1,"The product is great.  The clip on the wristband (to close it on your wrist) is so horribly complicated that I decided; I am not going to go through with that every day, so I sent it back.",The product is great. The clip on the wristband (to close it ...
1,"cant wear, won't even go half way up my leg and I'm not a big person.",One Star
1,Poor quality and more expensive than at a kiosk in the mall. The ends fell off within a week.,Poor quality and more expensive than at a kiosk in ...
1,"Wanted to love it. Needed it. Can't wash and dry it without wrinkles, and more wrinkles. Sad about this fact.",Wanted to love it. Needed it
1,"I bought this watch for my granddaughter.  We do not live in the same state.  When it arrived,  it arrived in not working order.  She is returning it.
The watch was running backwards and then it stopped working altogether.  I'm disappointed,  I'm not sure if it was replaced yet. They call it a child's watch.  It was very big for her wrist.  Seems to be made for an adult.",hello kitty child's watch
1,Very pretty but unfortunately I had to send it back! Way to small,One Star
1,this was horrible! It came way to short for me! and I bought a large just in case and it was about mid length for me. I ended up cutting it so I can wear it. Don't buy unless you plan to fix it yourself.,No....
1,"Your pricing structure is senseless and irrational.

Red 32 - 41
Navy 32 - 137
Black 32 - 81
Blue 32 - 32
Purple 32 - 36
Orange 32 - 44

Red 34 - 128
Navy 34 - 86
Black 34 - 41
Blue 34 - 43
Purple 34 - 64
Orange 34 - 60",Try to make sense out of their pricing.
1,Totally different dress from in the pic. Cheap material.,One Star
1,So cute but totally Unlined! Completely see through!,Beware! Misleading!
1,"Returned this. Arms are extremely tight, but described as dolman sleeved. Very open knit. Extremely boxy.",Great for someone with huge torso and skinny arms
1,"The neck on this shirt is really stretched out.  This is not what I expected it to be, or what the image shows.",The neck on this shirt is really stretched out. ...
1,Broke within a week,One Star
1,"Scrubs of the same brand are all different colors- I ordered a set of pants, top & jacket and they are all different shades.",Scrubs of the same brand are all different colors- I ...
1,"Ordered a size 8.5 for my daughter.  They came in and were a size 7.  Definitely won't fit.  Tried to return them immediately, shipping costs were only $5 less than what the original price was.  Company was no help at all.  Decided to give them away, since they were more trouble than it was worth it to return them, I had to find another little girl to give them away.  I found that girl just last night, and the sadness on my daughter's face was horrible to see.  She was polite, but she knew that we didn't have the money for a new pair of boots, that pair was her only chance this year.  This really sucks as a parent.",and the sadness on my daughter's face was horrible to see
1,"All you you can see looking sraight on is the silver, not the stone. Bulky silver. Posts were very think and difficult to put in ear piercings.",Didn't work for me
1,"The fabric is of very poor quality and the coat is ugly, it does not look like the picture",Horribly done
1,"Wanted to like it but how can I?

Its a watch band and it came in white as promised. The leather felt great and the product looks like it will last a long time however, The band came with a pin missing and I cannot even use it. What do i do with an item bought without Amazon Prime that is missing a pin? Its useless to me now. Lets see how the seller will resolve this and I will change my rating.",Opened the box. Missing a pin
1,"They don't fit, They are too BIG for my face. So now what do I do?",One Star
1,Very cheap material. The neck is so big it feels like a really bad v neck shirt.. The shirt says 100% cotton and it's not.  The shirt is so thin you can see through it... Terrible quality!,The neck is so big it feels like a really bad v neck shirt
1,2 sizes to small does not fit even close to the advertised size. ordered xxxl to have a lose fitting tank top but fitted like sausage. the material is thin and some kind of stretchy type. not recommended for stout people,not true to size
1,"These boots cost $6.70 (you can't buy socks for that!) so my expectations were very low. The boots are really cute, comfortable and fit well. There were big problems, though, and I must have received a defective pair.
First the packaging...the mailing envelope was perfect but when I opened it, the shoe box looked like it had been run over by the delivery truck. The boots were covered in dirt and were already scuffed with a couple of rips before I even put them on. Ok, I thought, $6.70 and the boots were cute so I won't bother sending them back.
Wiped the dirt off, put them on for work at 8am and by noon the outer layer of the boots had completely peeled off in several places, ripped in others and the heels were wearing out. I had to go home to change shoes. 4 hours of wear and they are toast??? That is crazy, even for super cheap shoes. I shouldn't have even bothered ordering them.",comfortable and fit well
1,One wash and this shrunk to a child size. Gave them to my 8 yr niece. Very disappointed with the item.,Very disappointed with the item
1,"Quality is garbage.  Material is paper thin.  Sloppy fit.  Shirt is darker than shown.  Can hardly see crest.  Tried to return, they never responded.  Amazon did right and gave me back my money.",Don't waste your money
1,"I disliked it because when it arrived the light was messed up , when I pushed the light button only parts of the watch lit up and then it was just a spot of light in two places botched up , very displeased !!!!!!!!!!",I disliked it because when it arrived the light was messed ...
